county,countyfips,year,age,population,migrationrate,netmigration
Boulder,13,2010,50_54,20417.08,2.53,517
Boulder,13,2010,55_59,21498.6,-2.31,-496
Boulder,13,2010,60_64,21341.24,-3.96,-844
Boulder,13,2010,65_69,18318.98,-3.08,-565
Boulder,13,2010,70_74,13847.72,-0.93,-129
Broomfield,14,2000,00_04,3720,9.3,349
Broomfield,14,2000,05_09,3074,43.8,1347
Broomfield,14,2000,10_14,3178,26.3,837
Broomfield,14,2000,15_19,3271,5.3,174
Broomfield,14,2000,20_24,3246,-3.3,-108
Broomfield,14,2000,25_29,2733,34.7,949
Broomfield,14,2000,30_34,2060,101.8,2099
Broomfield,14,2000,35_39,2823,59,1668
Broomfield,14,2000,40_44,3394,31.7,1078
Broomfield,14,2000,45_49,3946,13.3,524
Broomfield,14,2000,50_54,3803,8.3,318
Broomfield,14,2000,55_59,2966,11.3,338
Broomfield,14,2000,60_64,2269,16.1,366
Broomfield,14,2000,65_69,1320,36.5,482
Broomfield,14,2000,70_74,858,48.3,415
Broomfield,14,2010,00_04,3388.19,6.87,233
Broomfield,14,2010,05_09,3444.19,26.88,926
Broomfield,14,2010,10_14,4111.8,25.42,1045
Broomfield,14,2010,15_19,4466.78,4.73,211
Broomfield,14,2010,20_24,4005.66,2.06,82
Broomfield,14,2010,25_29,3394.39,74.49,2529
Broomfield,14,2010,30_34,3044.68,92.3,2810
Broomfield,14,2010,35_39,3601.1,47.95,1727
Broomfield,14,2010,40_44,4117.49,33.45,1378
Broomfield,14,2010,45_49,4438.7,21.21,941
Broomfield,14,2010,50_54,4394.77,8.93,392
Broomfield,14,2010,55_59,4373.39,2.46,108
Broomfield,14,2010,60_64,3951.21,7.33,290
Broomfield,14,2010,65_69,3076,15.8,486
Broomfield,14,2010,70_74,2326.01,31,721
Chaffee,15,1970,00_04,1027,1.6,17
Chaffee,15,1970,05_09,795,16.9,135
Chaffee,15,1970,10_14,829,23.1,192
Chaffee,15,1970,15_19,1102,7,78
Chaffee,15,1970,20_24,1129,14.9,169
Chaffee,15,1970,25_29,926,35.3,327
Chaffee,15,1970,30_34,722,44,318
Chaffee,15,1970,35_39,569,38.4,219
Chaffee,15,1970,40_44,594,16.6,99
Chaffee,15,1970,45_49,554,24.5,136
Chaffee,15,1970,50_54,610,12.6,77
Chaffee,15,1970,55_59,536,18.2,98
Chaffee,15,1970,60_64,441,22.9,101
Chaffee,15,1970,65_69,426,33.8,144
Chaffee,15,1970,70_74,336,19.3,65
Chaffee,15,1980,00_04,722,0.2,1
Chaffee,15,1980,05_09,1062,-18.5,-197
Chaffee,15,1980,10_14,1045,-16.8,-176
Chaffee,15,1980,15_19,934,-19.9,-186
Chaffee,15,1980,20_24,1024,-24,-246
Chaffee,15,1980,25_29,1171,-17.7,-208
Chaffee,15,1980,30_34,1288,-17,-219
Chaffee,15,1980,35_39,1238,-16.5,-204
Chaffee,15,1980,40_44,1018,-4.2,-42
Chaffee,15,1980,45_49,767,-4.1,-32
Chaffee,15,1980,50_54,662,-2,-13
Chaffee,15,1980,55_59,648,0,0
Chaffee,15,1980,60_64,621,15.4,95
Chaffee,15,1980,65_69,545,32.8,179
Chaffee,15,1980,70_74,427,20.2,86
Chaffee,15,1990,00_04,640,17,109
Chaffee,15,1990,05_09,620,36.9,229
Chaffee,15,1990,10_14,733,32,234
Chaffee,15,1990,15_19,866,12.6,109
Chaffee,15,1990,20_24,857,5.5,47
Chaffee,15,1990,25_29,743,35.6,265
Chaffee,15,1990,30_34,771,23.9,184
Chaffee,15,1990,35_39,944,32.1,303
Chaffee,15,1990,40_44,1034,29.1,301
Chaffee,15,1990,45_49,998,35.3,353
Chaffee,15,1990,50_54,947,31.1,295
Chaffee,15,1990,55_59,692,46.6,322
Chaffee,15,1990,60_64,608,40.2,245
Chaffee,15,1990,65_69,571,46,263
Chaffee,15,1990,70_74,590,27.7,163
Chaffee,15,2000,00_04,675,16.8,113
Chaffee,15,2000,05_09,731,13.8,101
Chaffee,15,2000,10_14,742,8.7,65
Chaffee,15,2000,15_19,846,4,33
Chaffee,15,2000,20_24,958,-15.8,-151
Chaffee,15,2000,25_29,978,11.1,108
Chaffee,15,2000,30_34,915,9.8,90
Chaffee,15,2000,35_39,1001,3.1,31
Chaffee,15,2000,40_44,964,15.6,150
Chaffee,15,2000,45_49,1218,12,146
Chaffee,15,2000,50_54,1298,13.7,178
Chaffee,15,2000,55_59,1301,22.5,293
Chaffee,15,2000,60_64,1160,28.6,332
Chaffee,15,2000,65_69,899,31.6,284
Chaffee,15,2000,70_74,713,14.1,100
Chaffee,15,2010,00_04,670.93,6.87,46
Chaffee,15,2010,05_09,679.93,17.66,120
Chaffee,15,2010,10_14,797.52,11.85,94
Chaffee,15,2010,15_19,843.1,-0.25,-2
Chaffee,15,2010,20_24,804.98,5.47,44
Chaffee,15,2010,25_29,864.3,34.21,296
Chaffee,15,2010,30_34,783.23,65.09,510
Chaffee,15,2010,35_39,1068.8,23.41,250
Chaffee,15,2010,40_44,997.68,20.88,208
Chaffee,15,2010,45_49,1008.09,14.47,146
Chaffee,15,2010,50_54,1090.34,2.08,23
Chaffee,15,2010,55_59,1314.77,11.2,147
Chaffee,15,2010,60_64,1360.46,23.27,317
Chaffee,15,2010,65_69,1471.18,19.84,292
Chaffee,15,2010,70_74,1325.52,7.73,102
Cheyenne,17,1970,00_04,199,2.5,5
Cheyenne,17,1970,05_09,173,-6.9,-12
Cheyenne,17,1970,10_14,175,-14.8,-26
Cheyenne,17,1970,15_19,251,-24.3,-61
Cheyenne,17,1970,20_24,288,-51.3,-148
Cheyenne,17,1970,25_29,243,-25.9,-63
Cheyenne,17,1970,30_34,130,8.4,11
Cheyenne,17,1970,35_39,127,-16.5,-21
Cheyenne,17,1970,40_44,116,-14.6,-17
Cheyenne,17,1970,45_49,92,-7.6,-7
Cheyenne,17,1970,50_54,143,-12.5,-18
Cheyenne,17,1970,55_59,142,-0.7,-1
Cheyenne,17,1970,60_64,148,-17.5,-26
Cheyenne,17,1970,65_69,123,-15.4,-19
Cheyenne,17,1970,70_74,107,7.4,8
Cheyenne,17,1980,00_04,217,5.2,11
Cheyenne,17,1980,05_09,221,8.3,18
Cheyenne,17,1980,10_14,203,-2.2,-4
Cheyenne,17,1980,15_19,161,-15.6,-25
Cheyenne,17,1980,20_24,147,-30.1,-44
Cheyenne,17,1980,25_29,188,28.2,53
Cheyenne,17,1980,30_34,138,36.3,50
Cheyenne,17,1980,35_39,176,10.7,18
Cheyenne,17,1980,40_44,137,0.1,0
Cheyenne,17,1980,45_49,102,-0.8,0
Cheyenne,17,1980,50_54,95,1.2,1
Cheyenne,17,1980,55_59,80,-0.1,0
Cheyenne,17,1980,60_64,112,-0.5,0
Cheyenne,17,1980,65_69,120,-23,-27
Cheyenne,17,1980,70_74,94,-11.7,-11
Cheyenne,17,1990,00_04,136,8.5,11
Cheyenne,17,1990,05_09,163,-6.9,-11
Cheyenne,17,1990,10_14,232,-7.1,-16
Cheyenne,17,1990,15_19,237,-19.7,-46
Cheyenne,17,1990,20_24,196,-50.8,-99
Cheyenne,17,1990,25_29,136,-28.2,-38
Cheyenne,17,1990,30_34,101,6.2,6
Cheyenne,17,1990,35_39,236,-17.8,-42
Cheyenne,17,1990,40_44,183,2.5,4
Cheyenne,17,1990,45_49,190,-5.1,-9
Cheyenne,17,1990,50_54,134,-4.1,-5
Cheyenne,17,1990,55_59,94,-6.9,-6
Cheyenne,17,1990,60_64,90,-10.6,-9
Cheyenne,17,1990,65_69,74,7.4,5
Cheyenne,17,1990,70_74,100,-15.7,-15
Cheyenne,17,2000,00_04,123,8.7,10
Cheyenne,17,2000,05_09,109,8.3,9
Cheyenne,17,2000,10_14,147,-24.1,-35
Cheyenne,17,2000,15_19,150,-15.9,-23
Cheyenne,17,2000,20_24,212,-63.5,-134
Cheyenne,17,2000,25_29,188,-43,-81
Cheyenne,17,2000,30_34,97,1.5,1
Cheyenne,17,2000,35_39,97,-3.7,-3
Cheyenne,17,2000,40_44,108,-10.4,-11
Cheyenne,17,2000,45_49,188,-21.5,-40
Cheyenne,17,2000,50_54,179,-23.8,-42
Cheyenne,17,2000,55_59,165,-9.3,-15
Cheyenne,17,2000,60_64,121,-11,-13
Cheyenne,17,2000,65_69,77,-7.4,-5
Cheyenne,17,2000,70_74,62,16.1,10
Cheyenne,17,2010,00_04,92,2.17,2
Cheyenne,17,2010,05_09,138,5.07,7
Cheyenne,17,2010,10_14,136.09,-11.09,-15
Cheyenne,17,2010,15_19,116.39,-15.8,-18
Cheyenne,17,2010,20_24,110.34,-22.06,-24
Cheyenne,17,2010,25_29,120.51,-31.95,-39
Cheyenne,17,2010,30_34,75.19,18.37,14
Cheyenne,17,2010,35_39,104.7,9.84,10
Cheyenne,17,2010,40_44,98.79,13.37,13
Cheyenne,17,2010,45_49,92.27,-12.21,-11
Cheyenne,17,2010,50_54,94.56,-5.88,-6
Cheyenne,17,2010,55_59,139.18,3.46,5
Cheyenne,17,2010,60_64,128.68,-9.07,-12
Cheyenne,17,2010,65_69,139.71,-7.67,-11
Cheyenne,17,2010,70_74,92.26,-3.53,-3
Clear Creek,19,1970,00_04,725,-3.5,-26
Clear Creek,19,1970,05_09,503,9.9,50
Clear Creek,19,1970,10_14,457,10.2,47
Clear Creek,19,1970,15_19,554,-15.5,-86
Clear Creek,19,1970,20_24,468,39.9,187
Clear Creek,19,1970,25_29,382,186.9,714
Clear Creek,19,1970,30_34,314,209.2,657
Clear Creek,19,1970,35_39,423,21.9,93
Clear Creek,19,1970,40_44,380,7.8,30
Clear Creek,19,1970,45_49,297,8,24
Clear Creek,19,1970,50_54,269,8.1,22
Clear Creek,19,1970,55_59,244,-0.4,-1
Clear Creek,19,1970,60_64,224,0.4,1
Clear Creek,19,1970,65_69,195,-16.4,-32
Clear Creek,19,1970,70_74,161,-34.1,-55
Clear Creek,19,1980,00_04,613,-9.5,-58
Clear Creek,19,1980,05_09,778,-20.7,-161
Clear Creek,19,1980,10_14,705,-19.1,-134
Clear Creek,19,1980,15_19,561,-25.5,-143
Clear Creek,19,1980,20_24,515,-45.2,-233
Clear Creek,19,1980,25_29,469,-2.5,-12
Clear Creek,19,1980,30_34,659,22.5,148
Clear Creek,19,1980,35_39,1081,-3.9,-42
Clear Creek,19,1980,40_44,956,-11.4,-109
Clear Creek,19,1980,45_49,507,14.8,75
Clear Creek,19,1980,50_54,394,5.5,21
Clear Creek,19,1980,55_59,301,5.8,17
Clear Creek,19,1980,60_64,261,0,0
Clear Creek,19,1980,65_69,207,0.9,2
Clear Creek,19,1980,70_74,178,-18.2,-32
Clear Creek,19,1990,00_04,467,19.7,92
Clear Creek,19,1990,05_09,546,9.1,50
Clear Creek,19,1990,10_14,567,2.5,14
Clear Creek,19,1990,15_19,626,-10.3,-64
Clear Creek,19,1990,20_24,571,-38.1,-217
Clear Creek,19,1990,25_29,414,14,58
Clear Creek,19,1990,30_34,278,133.8,372
Clear Creek,19,1990,35_39,443,101.4,449
Clear Creek,19,1990,40_44,775,35.7,277
Clear Creek,19,1990,45_49,1020,9.5,97
Clear Creek,19,1990,50_54,827,10.8,89
Clear Creek,19,1990,55_59,560,7.5,42
Clear Creek,19,1990,60_64,396,1.4,5
Clear Creek,19,1990,65_69,295,-18.2,-54
Clear Creek,19,1990,70_74,231,-24.5,-56
Clear Creek,19,2000,00_04,380,21.1,80
Clear Creek,19,2000,05_09,501,-16.4,-82
Clear Creek,19,2000,10_14,551,-25.2,-139
Clear Creek,19,2000,15_19,583,-24,-140
Clear Creek,19,2000,20_24,572,-50.6,-289
Clear Creek,19,2000,25_29,562,-26.4,-148
Clear Creek,19,2000,30_34,343,54.2,186
Clear Creek,19,2000,35_39,453,41,186
Clear Creek,19,2000,40_44,641,9.4,60
Clear Creek,19,2000,45_49,877,-4.9,-43
Clear Creek,19,2000,50_54,1005,1.5,15
Clear Creek,19,2000,55_59,1070,-7.5,-81
Clear Creek,19,2000,60_64,862,-8.9,-77
Clear Creek,19,2000,65_69,538,-6,-32
Clear Creek,19,2000,70_74,351,-20.3,-71
Clear Creek,19,2010,00_04,301.03,22.58,68
Clear Creek,19,2010,05_09,246.98,35.64,88
Clear Creek,19,2010,10_14,465.7,-9.38,-44
Clear Creek,19,2010,15_19,421.24,-4.57,-19
Clear Creek,19,2010,20_24,408.84,-19.04,-78
Clear Creek,19,2010,25_29,435.45,10.92,48
Clear Creek,19,2010,30_34,270.35,138.58,375
Clear Creek,19,2010,35_39,405.65,57.28,232
Clear Creek,19,2010,40_44,519.47,19.35,101
Clear Creek,19,2010,45_49,626.56,2.3,14
Clear Creek,19,2010,50_54,688.35,9.68,67
Clear Creek,19,2010,55_59,805.29,2.57,21
Clear Creek,19,2010,60_64,968.52,-2.43,-24
Clear Creek,19,2010,65_69,913.44,-11.32,-103
Clear Creek,19,2010,70_74,705.65,-15.96,-113
Conejos,21,1970,00_04,845,-8.2,-70
Conejos,21,1970,05_09,749,0,0
Conejos,21,1970,10_14,786,1.2,10
Conejos,21,1970,15_19,1063,-19.3,-206
Conejos,21,1970,20_24,1106,-47.1,-521
Conejos,21,1970,25_29,958,-38.3,-367
Conejos,21,1970,30_34,432,4.3,19
Conejos,21,1970,35_39,342,15.2,52
Conejos,21,1970,40_44,366,-3.5,-13
Conejos,21,1970,45_49,356,16,57
Conejos,21,1970,50_54,360,3.8,14
Conejos,21,1970,55_59,371,-4,-15
Conejos,21,1970,60_64,335,-2.6,-9
Conejos,21,1970,65_69,287,-5.5,-16
Conejos,21,1970,70_74,251,-2.3,-6
Conejos,21,1980,00_04,680,-3.1,-21
Conejos,21,1980,05_09,836,-6,-50
Conejos,21,1980,10_14,772,-2,-16
Conejos,21,1980,15_19,755,-20.2,-152
Conejos,21,1980,20_24,813,-55.1,-448
Conejos,21,1980,25_29,869,-46,-400
Conejos,21,1980,30_34,581,-8.4,-49
Conejos,21,1980,35_39,584,-9.1,-53
Conejos,21,1980,40_44,444,-9.2,-40
Conejos,21,1980,45_49,385,-10.3,-39
Conejos,21,1980,50_54,337,1.7,6
Conejos,21,1980,55_59,389,-8.7,-34
Conejos,21,1980,60_64,336,5.4,18
Conejos,21,1980,65_69,304,10.4,31
Conejos,21,1980,70_74,255,4.1,10
Conejos,21,1990,00_04,648,6.2,40
Conejos,21,1990,05_09,571,26,148
Conejos,21,1990,10_14,679,20.1,136
Conejos,21,1990,15_19,797,-5.7,-45
Conejos,21,1990,20_24,761,-41.3,-314
Conejos,21,1990,25_29,615,-32.7,-201
Conejos,21,1990,30_34,370,19.8,73
Conejos,21,1990,35_39,464,16.5,77
Conejos,21,1990,40_44,525,10.2,53
Conejos,21,1990,45_49,536,8.7,46
Conejos,21,1990,50_54,407,12.6,51
Conejos,21,1990,55_59,329,5.2,17
Conejos,21,1990,60_64,326,12.7,41
Conejos,21,1990,65_69,325,17,55
Conejos,21,1990,70_74,300,5.4,16
Conejos,21,2000,00_04,608,12.4,75
Conejos,21,2000,05_09,579,7.8,45
Conejos,21,2000,10_14,687,-2.2,-15
Conejos,21,2000,15_19,707,-9.8,-69
Conejos,21,2000,20_24,808,-45.2,-365
Conejos,21,2000,25_29,754,-40.9,-309
Conejos,21,2000,30_34,455,-10.1,-46
Conejos,21,2000,35_39,418,2.5,10
Conejos,21,2000,40_44,449,6.2,28
Conejos,21,2000,45_49,533,5.8,31
Conejos,21,2000,50_54,581,5,29
Conejos,21,2000,55_59,576,4.5,26
Conejos,21,2000,60_64,427,13.8,59
Conejos,21,2000,65_69,315,12.9,40
Conejos,21,2000,70_74,309,0,0
Conejos,21,2010,00_04,456.22,-3.56,-16
Conejos,21,2010,05_09,588.16,-6.49,-38
Conejos,21,2010,10_14,684.2,-16.84,-115
Conejos,21,2010,15_19,626.1,-14.87,-93
Conejos,21,2010,20_24,664.92,-34.28,-228
Conejos,21,2010,25_29,615.39,-34.35,-211
Conejos,21,2010,30_34,424.91,-2.8,-12
Conejos,21,2010,35_39,428.13,-3.53,-15
Conejos,21,2010,40_44,401.07,2.72,11
Conejos,21,2010,45_49,412.23,-12.43,-51
Conejos,21,2010,50_54,450.07,-4.9,-22
Conejos,21,2010,55_59,521.83,-2.84,-15
Conejos,21,2010,60_64,553.85,-4.31,-24
Conejos,21,2010,65_69,536.67,-4.78,-26
Conejos,21,2010,70_74,399.18,-5.31,-21
Costilla,23,1970,00_04,266,-9,-24
Costilla,23,1970,05_09,253,-10.6,-27
Costilla,23,1970,10_14,252,13.8,35
Costilla,23,1970,15_19,360,-6.9,-25
Costilla,23,1970,20_24,410,-47.8,-196
Costilla,23,1970,25_29,368,-38.3,-141
Costilla,23,1970,30_34,198,-9.5,-19
Costilla,23,1970,35_39,145,16.5,24
Costilla,23,1970,40_44,134,20.8,28
Costilla,23,1970,45_49,119,27.7,33
Costilla,23,1970,50_54,156,-7,-11
Costilla,23,1970,55_59,138,7.2,10
Costilla,23,1970,60_64,167,14.9,25
Costilla,23,1970,65_69,131,3,4
Costilla,23,1970,70_74,112,-9.8,-11
Costilla,23,1980,00_04,243,-3.5,-8
Costilla,23,1980,05_09,281,6.2,17
Costilla,23,1980,10_14,245,5.9,14
Costilla,23,1980,15_19,228,-11.4,-26
Costilla,23,1980,20_24,300,-39.7,-119
Costilla,23,1980,25_29,351,-43.5,-152
Costilla,23,1980,30_34,214,5,10
Costilla,23,1980,35_39,225,4.7,10
Costilla,23,1980,40_44,176,-4.1,-7
Costilla,23,1980,45_49,167,10.3,17
Costilla,23,1980,50_54,157,3.9,6
Costilla,23,1980,55_59,147,18.3,26
Costilla,23,1980,60_64,137,29.9,41
Costilla,23,1980,65_69,132,21,27
Costilla,23,1980,70_74,149,-1.7,-2
Costilla,23,1990,00_04,217,-1.1,-2
Costilla,23,1990,05_09,229,7.2,16
Costilla,23,1990,10_14,245,19.5,47
Costilla,23,1990,15_19,309,-17.1,-53
Costilla,23,1990,20_24,264,-43.9,-116
Costilla,23,1990,25_29,205,-28.4,-58
Costilla,23,1990,30_34,185,-0.8,-1
Costilla,23,1990,35_39,198,18.6,37
Costilla,23,1990,40_44,223,27.1,60
Costilla,23,1990,45_49,235,29.6,69
Costilla,23,1990,50_54,169,52.4,89
Costilla,23,1990,55_59,185,39.5,73
Costilla,23,1990,60_64,156,39.5,61
Costilla,23,1990,65_69,165,19.7,32
Costilla,23,1990,70_74,148,7.9,11
Costilla,23,2000,00_04,175,6.4,11
Costilla,23,2000,05_09,190,5.1,9
Costilla,23,2000,10_14,216,-5.2,-11
Costilla,23,2000,15_19,245,-1.5,-3
Costilla,23,2000,20_24,288,-51.6,-149
Costilla,23,2000,25_29,255,-43.4,-110
Costilla,23,2000,30_34,152,-3.3,-5
Costilla,23,2000,35_39,150,1,1
Costilla,23,2000,40_44,183,1.6,3
Costilla,23,2000,45_49,217,13.9,30
Costilla,23,2000,50_54,277,8.6,23
Costilla,23,2000,55_59,291,2.1,6
Costilla,23,2000,60_64,239,26.1,62
Costilla,23,2000,65_69,225,31,70
Costilla,23,2000,70_74,179,17.5,31
Costilla,23,2010,00_04,158.03,5.05,8
Costilla,23,2010,05_09,141.94,26.11,37
Costilla,23,2010,10_14,185.64,16.89,31
Costilla,23,2010,15_19,198.71,3.17,6
Costilla,23,2010,20_24,200.24,-26.09,-52
Costilla,23,2010,25_29,230.24,-27.03,-62
Costilla,23,2010,30_34,132.68,22.85,30
Costilla,23,2010,35_39,139.1,34.44,48
Costilla,23,2010,40_44,137.58,19.93,27
Costilla,23,2010,45_49,150.23,8.5,13
Costilla,23,2010,50_54,175.11,18.78,33
Costilla,23,2010,55_59,222.59,15.46,34
Costilla,23,2010,60_64,267.31,34.3,92
Costilla,23,2010,65_69,252.06,16.64,42
Costilla,23,2010,70_74,252.64,4.5,11
Crowley,25,1970,00_04,231,-14.2,-33
Crowley,25,1970,05_09,208,-5.2,-11
Crowley,25,1970,10_14,199,10,20
Crowley,25,1970,15_19,269,-2.6,-7
Crowley,25,1970,20_24,342,-47,-161
Crowley,25,1970,25_29,290,-34.4,-100
Crowley,25,1970,30_34,143,21.6,31
Crowley,25,1970,35_39,166,-12.6,-21
Crowley,25,1970,40_44,98,31.6,31
Crowley,25,1970,45_49,141,12.7,18
Crowley,25,1970,50_54,177,-2.8,-5
Crowley,25,1970,55_59,176,0.5,1
Crowley,25,1970,60_64,175,14.2,25
Crowley,25,1970,65_69,170,9.4,16
Crowley,25,1970,70_74,145,0.6,1
Crowley,25,1980,00_04,211,8.5,17
Crowley,25,1980,05_09,227,19.7,45
Crowley,25,1980,10_14,198,13.5,26
Crowley,25,1980,15_19,197,-7.5,-14
Crowley,25,1980,20_24,222,32.1,71
Crowley,25,1980,25_29,267,63.7,170
Crowley,25,1980,30_34,189,151.4,286
Crowley,25,1980,35_39,193,95.7,185
Crowley,25,1980,40_44,174,58.5,101
Crowley,25,1980,45_49,142,36.2,51
Crowley,25,1980,50_54,124,20.5,25
Crowley,25,1980,55_59,150,3.4,5
Crowley,25,1980,60_64,155,16.4,25
Crowley,25,1980,65_69,151,0.6,1
Crowley,25,1980,70_74,155,-2.2,-3
Crowley,25,1990,00_04,240,5.5,13
Crowley,25,1990,05_09,209,41.1,86
Crowley,25,1990,10_14,240,24.4,58
Crowley,25,1990,15_19,284,13.5,38
Crowley,25,1990,20_24,227,85.3,194
Crowley,25,1990,25_29,185,143.7,266
Crowley,25,1990,30_34,297,84.2,250
Crowley,25,1990,35_39,431,49.3,213
Crowley,25,1990,40_44,461,23.3,107
Crowley,25,1990,45_49,372,12.3,46
Crowley,25,1990,50_54,269,30.4,82
Crowley,25,1990,55_59,181,26.6,48
Crowley,25,1990,60_64,137,10.5,14
Crowley,25,1990,65_69,139,10,14
Crowley,25,1990,70_74,135,16.8,22
Crowley,25,2000,00_04,161,17.7,28
Crowley,25,2000,05_09,225,-5.4,-12
Crowley,25,2000,10_14,251,-4.4,-11
Crowley,25,2000,15_19,289,-14.5,-41
Crowley,25,2000,20_24,293,63.3,185
Crowley,25,2000,25_29,323,97.5,315
Crowley,25,2000,30_34,426,35.4,151
Crowley,25,2000,35_39,449,16.3,73
Crowley,25,2000,40_44,548,-9.1,-49
Crowley,25,2000,45_49,646,-11.4,-73
Crowley,25,2000,50_54,561,-18.4,-103
Crowley,25,2000,55_59,402,-5.3,-21
Crowley,25,2000,60_64,325,-14.5,-47
Crowley,25,2000,65_69,184,15.7,29
Crowley,25,2000,70_74,121,10.6,12
Crowley,25,2010,00_04,152.03,-5.94,-9
Crowley,25,2010,05_09,183.02,3.27,6
Crowley,25,2010,10_14,187.93,25.05,47
Crowley,25,2010,15_19,214.3,2.19,5
Crowley,25,2010,20_24,237.08,102.88,244
Crowley,25,2010,25_29,241.54,168.28,406
Crowley,25,2010,30_34,471.06,23.76,112
Crowley,25,2010,35_39,642.71,-18.63,-120
Crowley,25,2010,40_44,578.27,-10.6,-61
Crowley,25,2010,45_49,517.25,2.27,12
Crowley,25,2010,50_54,491.3,-22.86,-112
Crowley,25,2010,55_59,561.27,-37.46,-210
Crowley,25,2010,60_64,422.55,-25.45,-108
Crowley,25,2010,65_69,331.07,-17.54,-58
Crowley,25,2010,70_74,218.54,-4.36,-10
Custer,27,1970,00_04,109,18.3,20
Custer,27,1970,05_09,71,45,32
Custer,27,1970,10_14,70,68.5,48
Custer,27,1970,15_19,92,55.4,51
Custer,27,1970,20_24,114,-14,-16
Custer,27,1970,25_29,107,23.3,25
Custer,27,1970,30_34,52,125,65
Custer,27,1970,35_39,44,120.4,53
Custer,27,1970,40_44,49,63.2,31
Custer,27,1970,45_49,65,30.7,20
Custer,27,1970,50_54,76,22.3,17
Custer,27,1970,55_59,65,20,13
Custer,27,1970,60_64,68,-16.1,-11
Custer,27,1970,65_69,85,0,0
Custer,27,1970,70_74,65,-10.7,-7
Custer,27,1980,00_04,115,2.9,3
Custer,27,1980,05_09,126,16.5,20
Custer,27,1980,10_14,129,31.5,41
Custer,27,1980,15_19,103,15,15
Custer,27,1980,20_24,119,-65.8,-78
Custer,27,1980,25_29,142,-26.3,-37
Custer,27,1980,30_34,98,46.4,45
Custer,27,1980,35_39,130,21.2,27
Custer,27,1980,40_44,114,25,28
Custer,27,1980,45_49,95,37,35
Custer,27,1980,50_54,78,71,55
Custer,27,1980,55_59,81,55.3,45
Custer,27,1980,60_64,84,49,41
Custer,27,1980,65_69,67,76.5,51
Custer,27,1980,70_74,44,27.4,12
Custer,27,1990,00_04,169,20.3,34
Custer,27,1990,05_09,120,77.6,93
Custer,27,1990,10_14,121,92.9,112
Custer,27,1990,15_19,145,37.9,55
Custer,27,1990,20_24,171,-40.8,-70
Custer,27,1990,25_29,119,-16,-19
Custer,27,1990,30_34,40,260.5,106
Custer,27,1990,35_39,102,147.6,151
Custer,27,1990,40_44,137,128.8,177
Custer,27,1990,45_49,158,127.2,202
Custer,27,1990,50_54,137,143.5,196
Custer,27,1990,55_59,122,129.6,159
Custer,27,1990,60_64,125,102.1,127
Custer,27,1990,65_69,114,87.6,100
Custer,27,1990,70_74,108,26.4,28
Custer,27,2000,00_04,112,24.5,27
Custer,27,2000,05_09,142,37.7,53
Custer,27,2000,10_14,198,21.8,43
Custer,27,2000,15_19,208,-0.5,-1
Custer,27,2000,20_24,228,-61.7,-140
Custer,27,2000,25_29,198,-33.8,-67
Custer,27,2000,30_34,98,67.9,66
Custer,27,2000,35_39,97,93.6,91
Custer,27,2000,40_44,148,46.3,68
Custer,27,2000,45_49,247,11.7,29
Custer,27,2000,50_54,299,41.8,125
Custer,27,2000,55_59,343,46.9,161
Custer,27,2000,60_64,304,66.1,201
Custer,27,2000,65_69,245,56.6,139
Custer,27,2000,70_74,224,9.1,20
Custer,27,2010,00_04,153.03,9.13,14
Custer,27,2010,05_09,121,42.15,51
Custer,27,2010,10_14,140.99,34.77,49
Custer,27,2010,15_19,195.24,0.39,1
Custer,27,2010,20_24,238.96,-32.62,-78
Custer,27,2010,25_29,204.9,-13.13,-27
Custer,27,2010,30_34,79.81,96.72,77
Custer,27,2010,35_39,129.06,77.44,100
Custer,27,2010,40_44,160.05,19.34,31
Custer,27,2010,45_49,184.23,27.56,51
Custer,27,2010,50_54,212.4,15.82,34
Custer,27,2010,55_59,261.42,57.98,152
Custer,27,2010,60_64,398.71,48.48,193
Custer,27,2010,65_69,456.77,36.39,166
Custer,27,2010,70_74,455.55,7.34,33
Delta,29,1970,00_04,1428,8.6,123
Delta,29,1970,05_09,1094,46.1,505
Delta,29,1970,10_14,947,71.3,676
Delta,29,1970,15_19,1377,28.9,398
Delta,29,1970,20_24,1564,-15.7,-246
Delta,29,1970,25_29,1320,15.7,208
Delta,29,1970,30_34,694,117.4,815
Delta,29,1970,35_39,636,99.3,632
Delta,29,1970,40_44,640,68.9,441
Delta,29,1970,45_49,673,43.2,291
Delta,29,1970,50_54,763,28.5,218
Delta,29,1970,55_59,845,35,296
Delta,29,1970,60_64,931,35.7,333
Delta,29,1970,65_69,910,36.4,332
Delta,29,1970,70_74,839,24.4,205
Delta,29,1980,00_04,1320,-2.6,-34
Delta,29,1980,05_09,1807,-14.4,-261
Delta,29,1980,10_14,1544,-0.8,-12
Delta,29,1980,15_19,1613,-20.2,-326
Delta,29,1980,20_24,1656,-50.1,-830
Delta,29,1980,25_29,1792,-38,-682
Delta,29,1980,30_34,1306,5.6,73
Delta,29,1980,35_39,1506,-0.5,-8
Delta,29,1980,40_44,1480,-4.5,-67
Delta,29,1980,45_49,1234,-4.7,-59
Delta,29,1980,50_54,1037,7.3,76
Delta,29,1980,55_59,915,18.8,172
Delta,29,1980,60_64,905,39.9,361
Delta,29,1980,65_69,997,33,330
Delta,29,1980,70_74,1007,25.9,261
Delta,29,1990,00_04,1523,9.5,144
Delta,29,1990,05_09,1357,33.4,454
